exp_id,model_name,num_Nw,seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path
n3_h60_m2_r20,ab,3,23,3,9,60,5,12,2,10,1.0,100,20,10,0.5,1,10,20.0,0,9,24,20,2,JobSolveStatus.OPTIMAL_SOLUTION,1237.4349892265457,0.0,1.1583703910000622,1.263539653999942,results/GRID/3x3/tmax60_dt5/n3_h60_m2_r20/ab,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_60maxmin_disc5min.json
n3_h60_m2_r20,ab_LR,3,23,3,9,60,5,12,2,10,1.0,100,20,10,0.5,1,10,20.0,0,9,24,20,2,JobSolveStatus.OPTIMAL_SOLUTION,1237.434989226546,0.0,2.379116146999877,2.4991184649998104,results/GRID/3x3/tmax60_dt5/n3_h60_m2_r20/ab_LR,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_60maxmin_disc5min.json
