exp_id,model_name,num_Nw,seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path
n5_h60_m3_r20,ab,5,23,5,25,60,5,12,3,10,1.0,100,20,5,0.25,1,10,20.0,0,25,80,20,3,JobSolveStatus.OPTIMAL_SOLUTION,2443.13053979901,0.0,16.16709499899298,16.48749087399483,results/GRID/5x5/tmax60_dt5/n5_h60_m3_r20/ab,instances/GRID/5x5/network_disc5min.json,instances/GRID/5x5/taxi_like_requests_60maxmin_disc5min.json
n5_h60_m3_r20,ab_LR,5,23,5,25,60,5,12,3,10,1.0,100,20,5,0.25,1,10,20.0,0,25,80,20,3,JobSolveStatus.OPTIMAL_SOLUTION,2443.13053979901,0.0,23.317051312995318,23.53590789900045,results/GRID/5x5/tmax60_dt5/n5_h60_m3_r20/ab_LR,instances/GRID/5x5/network_disc5min.json,instances/GRID/5x5/taxi_like_requests_60maxmin_disc5min.json
