exp_id,model_name,num_Nw,seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path
n4_h60_m3_r15,ab,4,23,4,16,60,5,12,3,10,1.0,100,15,5,0.3333333333333333,1,10,20.0,0,16,48,15,3,JobSolveStatus.OPTIMAL_SOLUTION,1154.7696154218622,0.0,20.086400172996946,20.33396083000116,results/GRID/4x4/tmax60_dt5/n4_h60_m3_r15/ab,instances/GRID/4x4/network_disc5min.json,instances/GRID/4x4/taxi_like_requests_60maxmin_disc5min.json
n4_h60_m3_r15,ab_LR,4,23,4,16,60,5,12,3,10,1.0,100,15,5,0.3333333333333333,1,10,20.0,0,16,48,15,3,JobSolveStatus.OPTIMAL_SOLUTION,1154.7696154218622,0.0,22.905887354001607,23.091087819997483,results/GRID/4x4/tmax60_dt5/n4_h60_m3_r15/ab_LR,instances/GRID/4x4/network_disc5min.json,instances/GRID/4x4/taxi_like_requests_60maxmin_disc5min.json
