exp_id,model_name,num_Nw,seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path
n3_h40_m2_r3,base,2,23,3,9,40,5,8,2,10,1.0,100,3,1,0.3333333333333333,1,3,30.0,0,9,24,3,2,JobSolveStatus.OPTIMAL_SOLUTION,404.94114431679424,0.0,0.029857490007998422,0.06604632799280807,results/GRID/3x3/tmax40_dt5/n3_h40_m2_r3/base,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_40maxmin_disc5min.json
n3_h40_m2_r3,LR,2,23,3,9,40,5,8,2,10,1.0,100,3,1,0.3333333333333333,1,3,30.0,0,9,24,3,2,JobSolveStatus.OPTIMAL_SOLUTION,400.89488452969357,0.0,0.05154668299655896,0.09939673500775825,results/GRID/3x3/tmax40_dt5/n3_h40_m2_r3/LR,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_40maxmin_disc5min.json
n3_h40_m2_r3,ab,2,23,3,9,40,5,8,2,10,1.0,100,3,3,1.0,1,3,30.0,0,9,24,3,2,JobSolveStatus.OPTIMAL_SOLUTION,9.886163627965686,0.0,0.07442461799655575,0.14830074000929017,results/GRID/3x3/tmax40_dt5/n3_h40_m2_r3/ab,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_40maxmin_disc5min.json
n3_h40_m2_r3,ab_LR,2,23,3,9,40,5,8,2,10,1.0,100,3,3,1.0,1,3,30.0,0,9,24,3,2,JobSolveStatus.OPTIMAL_SOLUTION,9.886163627965743,0.0,0.08610270700592082,0.11418365999998059,results/GRID/3x3/tmax40_dt5/n3_h40_m2_r3/ab_LR,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_40maxmin_disc5min.json
