seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path,exp_id
23,5,25,300,10,30,3,10,1.0,100,10,1,0.1,1,3,20.0,0,25,80,10,3,JobSolveStatus.OPTIMAL_SOLUTION,1512.5108343364973,0.0,0.291752496996196,0.5075460799998837,results/GRID/5x5/tmax300_dt10/run1,instances/GRID/5x5/network_disc10min.json,instances/GRID/5x5/taxi_like_requests_300maxmin_disc10min.json,1
23,5,25,300,10,30,5,10,1.0,100,10,1,0.1,1,3,20.0,0,25,80,10,5,JobSolveStatus.OPTIMAL_SOLUTION,1512.5108343364973,0.0,0.6548866189987166,0.9834629290126031,results/GRID/5x5/tmax300_dt10/run2,instances/GRID/5x5/network_disc10min.json,instances/GRID/5x5/taxi_like_requests_300maxmin_disc10min.json,2
