exp_id,model_name,num_Nw,seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path
n3_h60_m4_r15,ab,3,23,3,9,60,5,12,4,10,1.0,100,15,12,0.8,1,10,20.0,0,9,24,15,4,JobSolveStatus.OPTIMAL_SOLUTION,359.322919532231,0.0,249.6351370909997,249.90111327500017,results/GRID/3x3/tmax60_dt5/n3_h60_m4_r15/ab,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_60maxmin_disc5min.json
n3_h60_m4_r15,ab_LR,3,23,3,9,60,5,12,4,10,1.0,100,15,12,0.8,1,10,20.0,0,9,24,15,4,JobSolveStatus.OPTIMAL_SOLUTION,359.3229195322308,0.0,3812.8206717800003,3812.955238235001,results/GRID/3x3/tmax60_dt5/n3_h60_m4_r15/ab_LR,instances/GRID/3x3/network_disc5min.json,instances/GRID/3x3/taxi_like_requests_60maxmin_disc5min.json
