exp_id,model_name,num_Nw,seed,number,grid_nodes,horizon,dt,t_max,num_modules,Q,c_km,c_uns_taxi,num_requests,served,served_ratio,q_min,q_max,slack_min,depot,N_size,A_size,K_size,M_size,status,objective,mip_gap,solve_time_sec,total_time_sec,output_folder,network_path,requests_path
n5_h60_m4_r15,ab,5,23,5,25,60,5,12,4,10,1.0,100,15,6,0.4,1,10,20.0,0,25,80,15,4,JobSolveStatus.OPTIMAL_SOLUTION,1658.5268341859,0.0,39.79650235799636,40.31652218700037,results/GRID/5x5/tmax60_dt5/n5_h60_m4_r15/ab,instances/GRID/5x5/network_disc5min.json,instances/GRID/5x5/taxi_like_requests_60maxmin_disc5min.json
n5_h60_m4_r15,ab_LR,5,23,5,25,60,5,12,4,10,1.0,100,15,6,0.4,1,10,20.0,0,25,80,15,4,JobSolveStatus.OPTIMAL_SOLUTION,1658.5268341859,0.0,154.3251664950003,154.58820471600484,results/GRID/5x5/tmax60_dt5/n5_h60_m4_r15/ab_LR,instances/GRID/5x5/network_disc5min.json,instances/GRID/5x5/taxi_like_requests_60maxmin_disc5min.json
